,University,Program,Criminal Record,Scholarship,Income
28981,1,1,0,0,mid
28982,2,0,0,1,high
28983,1,0,0,3,high
28984,0,2,0,0,mid
28985,4,3,1,2,mid
28986,1,2,0,0,mid
28987,2,0,0,2,high
28988,5,0,1,3,high
28989,1,0,1,0,high
28990,2,2,1,1,mid
28991,0,0,1,0,high
28992,2,1,1,3,low
28993,4,4,1,3,mid
28994,2,2,0,0,mid
28995,5,3,0,0,mid
28996,0,2,0,0,mid
28997,3,2,0,2,mid
28998,0,0,0,2,high
28999,1,0,1,2,high
29000,2,4,0,2,mid
29001,0,1,1,1,mid
29002,1,2,1,0,mid
29003,1,2,0,0,mid
29004,5,3,1,3,mid
29005,4,1,0,1,mid
29006,5,4,1,0,mid
29007,4,1,1,2,low
29008,2,1,0,2,low
29009,5,1,1,0,low
29010,2,0,0,0,high
29011,5,3,1,2,mid
29012,5,1,0,3,low
29013,5,3,1,3,mid
29014,1,1,1,0,mid
29015,1,1,0,3,mid
29016,0,1,0,0,low
29017,4,2,0,1,mid
29018,0,2,0,3,mid
29019,2,4,1,3,mid
29020,3,0,0,1,high
29021,3,2,0,2,mid
29022,2,3,0,2,mid
29023,0,2,1,2,mid
29024,1,1,0,1,mid
29025,2,2,1,2,mid
29026,4,0,1,3,high
29027,5,3,0,1,mid
29028,4,1,1,2,low
29029,5,3,0,2,mid
29030,0,4,0,1,mid
29031,5,1,0,1,low
29032,2,0,0,3,high
29033,2,1,1,3,low
29034,0,1,0,3,mid
29035,2,3,1,3,mid
29036,4,3,1,3,mid
29037,0,3,1,0,mid
29038,4,3,0,3,mid
29039,0,4,0,3,mid
29040,4,1,0,0,mid
29041,3,1,1,1,low
29042,4,3,1,0,mid
29043,0,2,1,3,mid
29044,2,2,0,2,mid
29045,3,1,0,0,low
29046,5,3,0,0,mid
29047,0,1,0,2,mid
29048,1,4,1,0,mid
29049,0,0,0,1,high
29050,5,4,0,2,mid
29051,1,3,0,1,mid
29052,5,0,0,1,high
29053,3,1,1,1,mid
29054,0,2,1,0,mid
29055,3,4,1,0,mid
29056,3,3,0,2,mid
29057,1,0,1,2,high
29058,1,1,0,2,low
29059,3,2,1,3,mid
29060,4,3,0,0,mid
29061,0,0,1,2,high
29062,3,0,1,3,high
29063,1,0,0,3,high
29064,0,3,0,1,mid
29065,2,4,0,3,mid
29066,2,2,0,0,mid
29067,4,2,1,0,mid
29068,1,4,0,3,mid
29069,5,3,1,3,mid
29070,4,3,0,3,mid
29071,4,4,0,2,mid
29072,4,1,0,2,mid
29073,5,2,1,2,mid
29074,5,3,0,1,mid
29075,1,0,0,0,high
29076,5,2,0,2,mid
29077,3,1,0,3,mid
29078,1,0,0,3,high
29079,5,3,1,1,mid
29080,0,3,0,1,mid
29081,0,2,1,0,mid
29082,3,2,0,0,mid
29083,1,0,1,2,high
29084,4,3,0,0,mid
29085,5,3,1,1,mid
29086,4,3,1,0,mid
29087,3,2,0,2,mid
29088,2,4,1,2,mid
29089,0,2,0,2,mid
29090,4,3,1,1,mid
29091,2,4,1,3,mid
29092,5,4,0,2,mid
29093,2,1,0,0,low
29094,1,1,1,1,mid
29095,2,0,1,1,high
29096,3,3,1,1,mid
29097,5,3,0,3,mid
29098,4,3,0,1,mid
29099,0,3,0,3,mid
29100,2,1,0,0,low
29101,1,1,1,0,mid
29102,3,3,0,1,mid
29103,5,3,1,0,mid
29104,1,0,1,1,high
29105,3,4,1,1,mid
29106,2,2,1,3,mid
29107,0,1,0,1,mid
29108,2,4,0,0,mid
29109,0,3,0,0,mid
29110,2,4,0,1,mid
29111,5,3,0,1,mid
29112,2,4,0,1,mid
29113,3,1,0,1,low
29114,0,3,0,0,mid
29115,3,2,0,0,mid
29116,4,3,0,2,mid
29117,1,4,1,1,mid
29118,5,1,0,1,mid
29119,1,4,0,3,mid
29120,0,4,0,0,mid
29121,5,4,0,1,mid
29122,0,2,1,2,mid
29123,4,3,0,0,mid
29124,0,1,0,2,low
29125,2,4,1,0,mid
29126,4,3,1,3,mid
29127,3,2,1,3,mid
29128,3,2,1,3,mid
29129,3,0,1,1,high
29130,0,4,1,1,mid
29131,0,2,1,1,mid
29132,2,0,0,1,high
29133,0,2,0,0,mid
29134,0,1,1,0,mid
29135,0,4,0,1,mid
29136,2,2,1,0,mid
29137,5,2,0,0,mid
29138,3,2,0,3,mid
29139,1,4,0,3,mid
29140,0,2,0,1,mid
29141,4,0,0,1,high
29142,2,1,1,0,mid
29143,5,1,1,0,low
29144,3,4,1,3,mid
29145,0,2,1,0,mid
29146,2,0,1,0,high
29147,3,0,1,2,high
29148,1,1,1,2,low
29149,3,4,0,2,mid
29150,2,1,1,1,mid
29151,2,2,0,1,mid
29152,3,0,1,0,high
29153,1,2,0,1,mid
29154,2,3,1,0,mid
29155,5,2,1,1,mid
29156,3,1,0,2,mid
29157,5,1,1,1,mid
29158,1,3,0,2,mid
29159,5,2,0,2,mid
29160,0,1,0,2,mid
29161,4,1,1,0,mid
29162,0,3,0,0,mid
29163,2,4,1,2,mid
29164,0,0,0,3,high
29165,5,0,0,2,high
29166,2,0,1,0,high
29167,3,2,1,2,mid
29168,5,0,0,2,high
29169,4,2,1,2,mid
29170,1,4,1,3,mid
29171,4,2,0,1,mid
29172,5,4,0,0,mid
29173,2,0,0,0,high
29174,3,0,0,1,high
29175,1,0,1,2,high
29176,1,2,0,3,mid
29177,3,4,0,2,mid
29178,3,1,1,2,low
29179,3,3,1,2,mid
29180,5,4,0,3,mid
29181,5,2,0,1,mid
29182,4,4,0,3,mid
29183,4,3,0,3,mid
29184,3,3,1,3,mid
29185,1,3,1,2,mid
29186,4,0,0,1,high
29187,2,4,1,0,mid
29188,3,3,1,2,mid
29189,4,2,0,3,mid
29190,0,1,1,1,low
29191,1,4,1,2,mid
29192,0,2,1,0,mid
29193,4,4,0,3,mid
29194,2,3,1,3,mid
29195,1,2,0,1,mid
29196,2,0,0,2,high
29197,4,1,1,2,mid
29198,1,3,1,3,mid
29199,3,4,1,0,mid
29200,2,2,1,0,mid
29201,5,2,0,0,mid
29202,4,1,0,0,mid
29203,1,3,0,0,mid
29204,1,1,1,3,mid
29205,1,1,1,3,low
29206,3,4,0,1,mid
29207,5,3,0,0,mid
29208,2,2,1,2,mid
29209,2,0,1,3,high
29210,2,0,1,1,high
29211,5,0,0,0,high
29212,0,1,1,1,mid
29213,2,2,0,0,mid
29214,4,4,0,3,mid
29215,5,0,0,0,high
29216,3,1,0,1,low
29217,0,1,1,1,low
29218,4,4,1,0,mid
29219,5,3,0,1,mid
29220,1,0,0,2,high
29221,4,0,0,3,high
29222,3,1,0,2,mid
29223,1,3,1,1,mid
29224,2,4,1,0,mid
29225,5,3,0,1,mid
29226,5,0,1,3,high
29227,1,2,1,2,mid
29228,5,4,0,0,mid
29229,1,2,1,3,mid
29230,3,3,1,2,mid
29231,1,4,0,1,mid
29232,3,1,1,2,low
29233,1,2,1,3,mid
29234,3,4,1,0,mid
29235,0,4,1,1,mid
29236,3,3,0,1,mid
29237,0,1,1,0,mid
29238,0,0,0,2,high
29239,1,4,0,2,mid
29240,1,1,0,1,mid
29241,5,0,1,2,high
29242,4,0,1,0,high
29243,4,4,1,3,mid
29244,3,0,1,0,high
29245,0,1,0,2,low
29246,4,3,0,1,mid
29247,1,2,0,0,mid
29248,1,3,0,0,mid
29249,2,0,0,1,high
29250,4,4,1,2,mid
29251,0,4,1,2,mid
29252,3,1,0,2,low
29253,5,1,0,2,low
29254,4,2,0,3,mid
29255,3,4,0,3,mid
29256,1,2,0,0,mid
29257,1,0,0,0,high
29258,4,0,1,1,high
29259,3,4,0,1,mid
29260,1,4,1,0,mid
29261,3,0,1,0,high
29262,3,3,1,3,mid
29263,3,0,1,1,high
29264,1,1,0,2,mid
29265,4,4,0,3,mid
29266,1,2,0,1,mid
29267,0,3,1,2,mid
29268,4,2,1,0,mid
29269,3,4,0,1,mid
29270,2,2,0,0,mid
29271,2,2,1,3,mid
29272,0,3,1,3,mid
29273,0,4,0,2,mid
29274,2,4,1,0,mid
29275,5,3,1,1,mid
29276,0,2,0,1,mid
29277,0,4,0,1,mid
29278,0,4,0,1,mid
29279,5,1,0,1,low
29280,1,3,1,1,mid
29281,0,1,1,2,low
29282,3,4,0,1,mid
29283,1,2,0,1,mid
29284,1,4,0,1,mid
29285,5,2,1,2,mid
29286,5,3,0,1,mid
29287,0,4,0,0,mid
29288,4,3,1,0,mid
29289,3,0,1,3,high
29290,2,3,0,0,mid
29291,3,0,0,3,high
29292,2,1,0,0,low
29293,1,0,1,0,high
29294,5,3,1,0,mid
29295,2,3,0,2,mid
29296,1,0,1,1,high
29297,0,0,1,3,high
29298,2,0,0,0,high
29299,4,1,0,0,mid
29300,2,3,0,2,mid
29301,4,0,1,1,high
29302,4,4,0,1,mid
29303,5,2,1,0,mid
29304,1,0,1,0,high
29305,1,0,1,1,high
29306,0,3,1,3,mid
29307,1,0,0,0,high
29308,4,1,0,1,mid
29309,4,3,0,1,mid
29310,4,4,1,2,mid
29311,3,4,0,2,mid
29312,2,4,1,0,mid
29313,0,2,0,2,mid
29314,5,4,1,2,mid
29315,0,1,1,3,low
29316,5,1,1,1,mid
29317,5,1,1,1,low
29318,1,3,0,2,mid
29319,3,1,0,1,low
29320,1,0,0,2,high
29321,4,0,0,3,high
29322,1,2,0,3,mid
29323,4,3,1,2,mid
29324,3,0,0,3,high
29325,1,1,0,2,mid
29326,3,4,0,2,mid
29327,0,4,1,0,mid
29328,4,1,1,1,low
29329,4,2,0,3,high
29330,0,0,0,2,high
29331,5,1,1,0,low
29332,1,1,0,3,low
29333,1,0,1,3,high
29334,4,4,0,1,mid
29335,2,4,0,3,mid
29336,3,0,0,1,high
29337,0,0,1,3,high
29338,0,2,0,1,mid
29339,4,4,1,3,mid
29340,1,1,1,3,low
29341,4,3,1,3,mid
29342,0,4,1,1,mid
29343,5,4,1,0,mid
29344,2,1,1,3,low
29345,2,0,0,2,high
29346,2,4,0,3,mid
29347,4,1,1,2,mid
29348,1,2,0,3,mid
29349,2,0,1,0,high
29350,3,0,0,1,high
29351,5,2,1,3,mid
29352,5,3,0,1,mid
29353,0,0,0,0,high
29354,3,4,1,3,mid
29355,0,4,1,1,mid
29356,5,3,1,0,mid
29357,4,3,1,2,mid
29358,4,2,0,3,mid
29359,2,3,1,1,mid
29360,3,4,0,3,mid
29361,1,1,1,2,mid
29362,0,4,1,0,mid
29363,2,4,1,1,mid
29364,0,0,1,2,high
29365,4,2,0,0,mid
29366,1,4,0,1,mid
29367,5,1,0,3,mid
29368,1,3,1,2,mid
29369,4,1,1,1,low
29370,4,4,0,1,mid
29371,1,0,0,1,high
29372,5,3,0,0,mid
29373,4,1,0,2,low
29374,2,4,1,0,mid
29375,0,4,0,0,mid
29376,4,1,1,0,mid
29377,2,1,0,3,mid
29378,4,0,1,3,high
29379,4,4,1,0,mid
29380,1,0,0,0,high
29381,4,4,1,2,mid
29382,0,3,1,1,mid
29383,1,3,0,3,mid
29384,5,3,1,2,mid
29385,1,4,1,1,mid
29386,1,4,1,3,mid
29387,5,4,1,2,mid
29388,5,3,0,1,mid
29389,1,3,1,1,mid
29390,1,4,0,2,mid
29391,5,0,1,3,high
29392,0,1,0,1,mid
29393,1,0,1,0,high
29394,0,1,1,0,mid
29395,4,1,0,0,low
29396,1,3,0,0,mid
29397,4,3,0,1,mid
29398,4,2,1,0,mid
29399,4,4,0,3,mid
29400,0,2,0,1,mid
29401,1,1,0,3,mid
29402,3,0,0,2,high
29403,3,2,0,2,mid
29404,5,1,1,0,mid
29405,3,2,1,0,mid
29406,3,0,1,3,high
29407,3,4,1,1,mid
29408,0,2,0,3,mid
29409,0,2,0,1,mid
29410,1,2,1,0,mid
29411,1,1,0,1,low
29412,2,2,0,2,mid
29413,2,1,0,3,low
29414,0,2,1,3,mid
29415,1,3,1,0,mid
29416,3,4,0,0,mid
29417,1,1,1,0,low
29418,1,0,1,1,high
29419,5,0,1,3,high
29420,5,1,1,3,low
29421,4,2,1,2,mid
29422,4,3,0,0,mid
29423,0,1,1,3,mid
29424,2,2,1,3,mid
29425,3,4,0,2,mid
29426,5,4,1,1,mid
29427,1,4,0,0,mid
29428,3,2,0,1,mid
29429,1,1,1,2,mid
29430,3,3,0,2,mid
29431,2,2,1,3,mid
29432,2,2,1,2,mid
29433,4,1,0,1,low
29434,2,0,0,3,high
29435,2,0,0,0,high
29436,4,0,0,1,high
29437,2,3,1,3,mid
29438,0,2,1,2,mid
29439,3,1,1,0,low
29440,5,3,0,0,mid
29441,5,4,1,1,mid
29442,2,0,1,0,high
29443,2,4,1,1,mid
29444,4,3,0,1,mid
29445,0,4,0,2,mid
29446,4,0,0,0,high
29447,1,1,1,1,mid
29448,3,3,1,3,mid
29449,1,0,0,3,high
29450,2,1,1,0,mid
29451,0,0,0,3,high
29452,5,0,1,2,high
29453,1,2,1,0,mid
29454,2,0,1,0,high
29455,4,0,0,3,high
29456,0,1,0,1,low
29457,5,4,1,0,mid
29458,2,4,0,3,mid
29459,3,4,1,2,mid
29460,1,2,1,1,mid
29461,0,0,0,2,high
29462,0,3,0,2,mid
29463,0,3,1,2,mid
29464,5,1,1,3,mid
29465,2,4,0,1,mid
29466,2,3,0,1,mid
29467,4,4,0,0,mid
29468,1,2,1,0,mid
29469,0,1,0,0,mid
29470,0,1,0,0,mid
29471,2,3,1,1,mid
29472,4,0,0,0,high
29473,3,0,1,0,high
29474,3,0,0,2,high
29475,2,2,1,1,mid
29476,1,2,0,0,mid
29477,3,1,0,1,low
29478,4,0,0,3,high
29479,0,1,1,3,low
29480,1,3,0,3,mid
29481,1,1,1,3,mid
29482,5,4,1,0,mid
29483,3,4,0,2,mid
29484,5,2,0,1,mid
29485,1,2,0,1,mid
29486,2,2,1,1,mid
29487,3,2,0,3,mid
29488,3,0,0,2,high
29489,3,2,0,3,mid
29490,4,4,0,1,mid
29491,3,4,1,3,mid
29492,5,4,1,3,mid
29493,5,2,1,1,mid
29494,4,0,1,1,high
29495,2,1,1,2,mid
29496,2,0,0,2,high
29497,1,0,1,3,high
29498,0,3,0,0,mid
29499,2,4,1,0,mid
29500,5,4,0,3,mid
29501,0,3,1,3,mid
29502,4,2,1,0,mid
29503,0,0,1,0,high
29504,3,1,0,0,mid
29505,4,1,0,3,low
29506,5,0,1,0,high
29507,1,4,1,3,mid
29508,4,2,0,3,mid
29509,5,2,0,3,mid
29510,0,2,1,3,mid
29511,5,4,0,2,mid
29512,1,2,0,0,mid
29513,1,1,0,3,low
29514,2,4,0,0,mid
29515,4,2,0,3,mid
29516,4,0,1,0,high
29517,3,1,0,0,mid
29518,1,3,1,1,mid
29519,2,0,0,0,high
29520,1,4,1,0,mid
29521,5,0,0,1,high
29522,1,2,0,2,mid
29523,4,4,0,3,mid
29524,1,4,0,0,mid
29525,5,0,0,2,high
29526,2,4,0,1,mid
29527,1,4,1,0,mid
29528,4,4,1,0,mid
29529,1,3,1,3,mid
29530,1,2,1,2,mid
29531,2,4,0,1,mid
29532,3,1,0,2,mid
29533,5,0,1,1,high
29534,1,3,0,3,mid
29535,0,0,1,2,high
29536,1,4,0,1,mid
29537,0,4,1,3,mid
29538,1,0,1,0,high
29539,3,1,1,1,mid
29540,4,1,0,0,low
29541,4,1,0,2,low
29542,5,1,1,2,low
29543,2,0,0,0,high
29544,0,0,0,2,high
29545,4,1,1,2,mid
29546,3,1,1,0,mid
29547,1,3,1,1,mid
29548,0,1,0,1,low
29549,2,4,0,1,mid
29550,4,0,0,3,high
29551,4,1,1,0,mid
29552,3,0,0,1,high
29553,3,1,0,2,low
29554,3,2,0,0,mid
29555,2,3,1,0,mid
29556,3,2,0,3,mid
29557,4,3,1,2,mid
29558,5,4,1,1,mid
29559,1,1,1,3,mid
29560,3,0,0,0,high
29561,1,1,1,0,low
29562,3,1,0,1,low
29563,1,2,0,1,mid
29564,3,2,0,3,mid
29565,1,4,1,0,mid
29566,0,1,1,2,mid
29567,1,0,1,2,high
29568,1,4,1,2,mid
29569,3,4,0,0,mid
29570,5,3,0,1,mid
29571,0,4,0,3,mid
29572,0,4,0,3,mid
29573,5,0,1,2,high
29574,5,1,0,3,low
29575,4,0,0,1,high
29576,5,2,1,3,mid
29577,4,3,1,1,mid
29578,3,1,1,3,low
29579,3,2,0,3,mid
29580,0,4,1,2,mid
29581,1,3,0,3,mid
29582,3,4,1,0,mid
29583,0,0,1,2,high
29584,2,1,0,0,mid
29585,3,0,1,0,high
29586,2,3,1,2,mid
29587,4,4,0,1,mid
29588,3,1,1,0,low
29589,0,1,1,2,mid
29590,5,0,1,0,high
29591,0,1,1,1,low
29592,5,0,1,1,high
29593,4,0,1,2,high
29594,4,3,1,0,mid
29595,0,3,1,0,mid
29596,2,1,0,0,low
29597,4,0,1,2,high
29598,0,0,0,0,high
29599,2,2,1,2,mid
29600,4,0,0,2,high
29601,2,1,1,2,low
29602,2,0,0,2,high
29603,3,2,0,3,mid
29604,5,0,1,1,high
29605,3,3,0,2,mid
29606,3,1,0,3,low
29607,0,0,1,3,high
29608,1,0,0,3,high
29609,2,4,1,1,mid
29610,0,2,1,3,mid
29611,4,1,1,0,low
29612,1,0,0,0,high
29613,3,2,1,3,mid
29614,3,2,1,1,mid
29615,5,0,0,3,high
29616,5,4,0,0,mid
29617,1,2,0,2,mid
29618,3,3,0,3,mid
29619,5,4,0,0,mid
29620,2,0,0,1,high
29621,3,3,0,2,mid
29622,5,0,0,2,high
29623,0,0,1,1,high
29624,1,1,1,0,low
29625,0,4,0,0,mid
29626,3,2,1,3,mid
29627,4,4,0,2,mid
29628,4,4,0,1,mid
29629,2,4,1,3,mid
29630,5,3,1,0,mid
29631,2,3,0,0,mid
29632,5,4,1,3,mid
29633,1,0,1,1,high
29634,2,2,1,3,mid
29635,5,0,0,3,high
29636,3,1,0,2,low
29637,2,1,0,0,low
29638,4,2,0,2,mid
29639,0,1,1,0,mid
29640,3,0,0,3,high
29641,2,4,1,2,mid
29642,5,0,0,0,high
29643,1,4,0,0,mid
29644,4,2,0,1,mid
29645,3,2,1,3,mid
29646,0,3,0,3,mid
29647,1,1,0,2,low
29648,4,4,0,2,mid
29649,2,1,0,2,low
29650,0,4,1,2,mid
29651,5,3,0,1,mid
29652,2,2,1,3,mid
29653,5,4,1,3,mid
29654,4,2,1,1,mid
29655,5,2,0,1,mid
29656,4,3,1,2,mid
29657,4,4,0,1,mid
29658,4,2,1,1,mid
29659,5,2,0,3,mid
29660,4,0,1,2,high
29661,1,1,0,1,mid
29662,5,0,0,2,high
29663,1,2,1,2,mid
29664,3,4,1,2,mid
29665,1,2,1,1,mid
29666,3,0,1,3,high
29667,4,4,0,1,mid
29668,3,0,1,1,high
29669,5,1,1,2,low
29670,1,1,1,1,mid
29671,2,3,0,1,mid
29672,4,1,1,2,low
29673,5,2,0,3,mid
29674,1,3,0,2,mid
29675,3,1,0,3,low
29676,4,1,0,1,low
29677,4,1,0,2,low
29678,3,1,0,0,mid
29679,5,1,1,0,mid
29680,1,0,1,1,high
29681,1,3,0,1,mid
29682,2,3,0,2,mid
29683,4,0,0,2,high
29684,0,4,1,2,mid
29685,2,0,1,2,high
29686,0,0,1,2,high
29687,3,4,0,0,mid
29688,0,4,0,0,mid
29689,0,0,1,3,high
29690,1,4,1,2,mid
29691,5,1,1,1,low
29692,0,0,1,1,high
29693,3,4,1,3,mid
29694,0,3,0,1,mid
29695,3,0,1,0,high
29696,2,0,1,0,high
29697,5,0,1,2,high
29698,1,2,1,3,mid
29699,3,4,0,2,mid
29700,0,0,0,2,high
29701,3,4,1,3,mid
29702,5,2,1,1,mid
29703,0,0,1,2,high
29704,0,4,1,2,mid
29705,0,0,0,2,high
29706,5,0,1,2,high
29707,0,1,0,0,mid
29708,4,2,0,3,mid
29709,3,3,0,1,mid
29710,2,0,0,2,high
29711,1,3,1,1,mid
29712,5,0,0,1,high
29713,5,4,1,1,mid
29714,4,1,0,0,mid
29715,5,2,1,2,mid
29716,2,3,1,3,mid
29717,1,4,0,0,mid
29718,5,0,1,3,high
29719,4,2,1,1,mid
29720,2,0,1,2,high
29721,1,2,0,1,mid
29722,1,1,0,3,mid
29723,0,0,0,2,high
29724,4,2,1,0,mid
29725,1,3,1,1,mid
29726,4,4,1,1,mid
29727,5,4,0,1,mid
29728,4,4,0,0,mid
29729,3,3,1,2,mid
29730,2,4,1,0,mid
29731,4,1,1,2,mid
29732,0,1,0,3,mid
29733,3,2,0,2,mid
29734,2,4,1,2,mid
29735,3,4,0,1,mid
29736,5,0,1,3,high
29737,5,4,1,1,mid
29738,0,1,0,2,low
29739,2,0,1,0,high
29740,2,1,1,2,low
29741,5,4,1,0,mid
29742,5,1,0,3,low
29743,1,4,1,2,mid
29744,3,2,0,3,mid
29745,1,2,1,1,mid
29746,5,4,0,0,mid
29747,1,1,1,1,mid
29748,2,2,1,0,mid
29749,5,0,0,0,high
29750,4,0,1,1,high
29751,0,0,0,0,high
29752,2,3,0,1,mid
29753,3,0,0,0,high
29754,0,1,0,3,low
29755,2,0,0,3,high
29756,5,3,0,1,mid
29757,5,2,1,1,mid
29758,2,2,1,1,mid
29759,0,2,1,0,mid
29760,0,2,1,2,mid
29761,3,4,1,1,mid
29762,5,3,1,2,mid
29763,3,0,0,3,high
29764,4,4,1,0,mid
29765,3,3,0,1,mid
29766,3,4,0,0,mid
29767,3,0,1,0,high
29768,1,2,0,0,mid
29769,0,1,0,3,mid
29770,2,1,0,1,low
29771,3,2,0,2,mid
29772,3,0,1,2,high
29773,0,2,0,2,mid
29774,1,4,0,0,mid
29775,3,4,0,0,mid
29776,4,0,1,1,high
29777,3,4,1,3,mid
29778,3,3,1,0,mid
29779,1,1,1,3,low
29780,5,4,1,0,mid
29781,5,1,0,1,low
29782,1,4,0,3,mid
29783,2,1,0,0,mid
29784,3,4,1,2,mid
29785,2,0,1,3,high
29786,1,2,0,3,mid
29787,2,1,0,2,low
29788,3,1,0,1,mid
29789,2,1,1,3,low
29790,4,0,1,1,high
29791,0,4,0,0,mid
29792,0,4,1,1,mid
29793,3,2,0,3,mid
29794,5,0,0,3,high
29795,4,2,0,3,mid
29796,1,4,1,3,mid
29797,0,3,1,0,mid
29798,5,2,0,1,mid
29799,4,2,0,1,mid
29800,2,0,0,1,high
29801,5,2,1,3,mid
29802,5,3,0,2,mid
29803,1,3,0,3,mid
29804,1,4,1,3,mid
29805,0,0,0,3,high
29806,0,0,0,2,high
29807,3,4,0,1,mid
29808,0,0,1,0,high
29809,3,3,0,0,mid
29810,1,4,0,3,mid
29811,2,3,0,2,mid
29812,3,1,0,1,low
29813,1,3,0,0,mid
29814,5,2,0,0,mid
29815,2,0,1,2,high
29816,4,3,0,0,mid
29817,4,4,0,2,mid
29818,0,0,1,3,high
29819,0,1,0,2,low
29820,3,3,1,3,mid
29821,0,1,1,3,mid
29822,5,1,0,2,mid
29823,2,1,1,3,mid
29824,1,2,0,1,mid
29825,1,1,1,3,mid
29826,2,2,0,3,mid
29827,0,3,1,0,mid
29828,3,1,0,3,mid
29829,3,3,1,3,mid
29830,5,0,1,3,high
29831,4,3,0,1,mid
29832,0,0,0,2,high
29833,3,1,1,2,mid
29834,5,3,1,0,mid
29835,5,3,1,3,mid
29836,4,1,1,1,mid
29837,2,4,0,3,mid
29838,2,0,1,1,high
29839,4,1,0,1,low
29840,4,2,0,1,mid
29841,2,4,0,3,mid
29842,5,4,0,1,mid
29843,1,2,1,1,mid
29844,5,0,1,3,high
29845,5,2,1,1,mid
29846,3,2,0,3,mid
29847,4,2,1,1,mid
29848,2,3,1,3,mid
29849,1,0,1,0,high
29850,3,4,1,1,mid
29851,5,4,0,1,mid
29852,3,0,0,1,high
29853,4,1,1,1,mid
29854,2,4,0,0,mid
29855,1,3,1,1,mid
29856,5,4,0,0,mid
29857,2,4,0,3,mid
29858,4,2,0,0,mid
29859,2,4,0,0,mid
29860,1,2,1,1,mid
29861,1,2,1,2,mid
29862,0,2,1,1,mid
29863,2,2,1,0,mid
29864,0,0,0,3,high
29865,2,2,1,3,mid
29866,5,0,1,1,high
29867,3,1,1,1,low
29868,1,1,1,0,mid
29869,1,3,1,1,mid
29870,1,0,0,3,high
29871,4,3,1,3,mid
29872,1,2,0,3,mid
29873,2,2,0,3,mid
29874,2,1,0,0,mid
29875,2,2,0,0,mid
29876,2,1,1,3,mid
29877,3,4,1,1,mid
29878,1,4,0,2,mid
29879,1,3,1,2,mid
29880,2,2,1,0,mid
29881,5,4,1,3,mid
29882,5,3,1,3,mid
29883,1,1,0,0,low
29884,3,4,1,0,mid
29885,0,4,1,1,mid
29886,3,1,0,1,mid
29887,2,4,1,0,mid
29888,2,3,1,0,mid
29889,4,3,0,0,mid
29890,5,3,1,3,mid
29891,3,1,0,3,mid
29892,4,0,1,1,high
29893,3,2,1,1,mid
29894,4,1,0,2,mid
29895,1,4,0,2,mid
29896,0,4,1,1,mid
29897,1,2,0,1,mid
29898,3,2,1,0,mid
29899,3,4,0,2,mid
29900,4,1,0,2,low
29901,0,3,0,3,mid
29902,5,4,0,3,mid
29903,5,1,0,1,mid
29904,1,1,1,3,low
29905,2,0,0,1,high
29906,3,1,1,1,low
29907,5,4,0,2,mid
29908,1,0,1,2,high
29909,2,0,0,0,high
29910,0,3,1,3,mid
29911,3,0,0,3,high
29912,4,3,1,2,mid
29913,1,3,0,2,mid
29914,3,2,1,1,mid
29915,1,0,1,2,high
29916,4,3,1,1,mid
29917,3,1,0,1,low
29918,0,0,0,3,high
29919,3,0,1,2,high
29920,3,2,0,3,mid
29921,3,1,1,2,mid
29922,0,3,1,0,mid
29923,0,1,0,1,mid
29924,1,0,0,1,high
29925,4,2,0,2,mid
29926,0,2,1,1,mid
29927,4,2,1,1,mid
29928,5,3,0,2,mid
29929,0,0,1,3,high
29930,5,2,1,1,mid
29931,1,1,1,1,low
29932,0,0,0,0,high
29933,2,1,0,2,low
29934,1,3,0,3,mid
29935,2,2,0,1,mid
29936,2,3,0,0,mid
29937,1,4,1,2,mid
29938,3,4,1,0,mid
29939,5,4,0,0,mid
29940,5,0,0,3,high
29941,2,4,0,1,mid
29942,4,0,0,2,high
29943,1,3,0,1,mid
29944,3,0,1,0,high
29945,5,3,1,1,mid
29946,1,1,0,2,mid
29947,4,1,0,3,low
29948,1,1,1,1,low
29949,4,4,0,3,mid
29950,0,3,0,1,mid
29951,3,3,1,3,mid
29952,4,3,0,3,mid
29953,0,3,1,0,mid
29954,0,1,1,1,low
29955,0,4,1,2,mid
29956,4,2,1,1,mid
29957,5,1,1,1,mid
29958,0,3,1,0,mid
29959,2,0,0,3,high
29960,0,2,0,2,mid
29961,3,0,1,1,high
29962,5,3,0,1,mid
29963,5,1,1,0,mid
29964,2,3,1,1,mid
29965,1,0,0,1,high
29966,3,2,1,1,mid
29967,4,2,0,1,mid
29968,2,0,0,1,high
29969,2,1,1,0,mid
29970,3,0,1,0,high
29971,1,0,1,2,high
29972,5,1,0,3,mid
29973,3,1,1,1,mid
29974,5,1,1,1,low
29975,2,1,1,0,mid
29976,5,0,0,1,high
29977,5,3,1,1,mid
29978,3,1,0,1,low
29979,4,1,0,3,low
29980,1,0,0,1,high
29981,2,0,1,1,high
29982,5,0,1,2,high
29983,1,1,0,0,mid
29984,3,1,0,2,mid
29985,5,4,0,1,mid
29986,2,1,0,3,mid
29987,3,3,1,3,mid
29988,2,1,1,0,mid
29989,3,4,0,2,mid
29990,4,0,1,3,high
29991,4,0,1,0,high
29992,4,2,1,2,mid
29993,3,0,1,2,high
29994,5,4,0,2,mid
29995,5,3,0,1,mid
29996,2,0,0,3,high
29997,3,4,1,2,mid
29998,3,3,0,3,mid
29999,3,1,0,0,low
30000,4,4,0,0,mid
30001,4,4,0,0,mid
